医生您好，糖尿病人能吃苹果，香蕉吗？	糖尿病人可以吃鱼吗	0.0
糖尿病浑身疼痛怎么办？	请问糖尿病人肚子荒怎么办呢	0.0
糖尿病有几种	治疗糖尿病主要是用哪种方式呢？	0.0
糖尿病病如何保护肝脏	糖尿病人住院送什么好	0.0
尿糖一个加号代表什么意思	糖尿病人自己检测血糖的方法？	0.0
糖尿病口干尿频怎么办	糖尿病和尿毒症有关系吗	0.0
乳腺增生和乳腺癌有什么区别	乳腺增生和乳腺癌有什么症状出现	0.0
糖尿病晚期如何治疗	糖尿病到了晚期怎么治疗	1.0
高血压可以吃南瓜吗有的说多吃有的说少吃	我现在50我患高血压已经5年听朋友说不能吃南瓜到底能不能吃我现在吃倍他乐克能不能长年吃谢谢回答	0.0
糖尿病人能吃辣的食物吗	糖尿病者被狗咬伤，伤处皮肤发黑，是否坏	0.0
糖尿病人能吃土鸡蛋吗、、和猪肉吗、	糖尿病的人能吃牛肉吗健康吗	1.0
新生儿是否传染上乙肝	如果被传染上乙肝小三阳有什么症状	0.0
乙肝病毒携带者治疗方法有哪些	得了乙肝携带者怎么办	1.0
糖尿病眼睛吃什么好	您好，请问一下糖尿病人吃什么对眼睛有好处	1.0
重型乙肝治疗要多少钱	重型乙肝饮食方案	0.0
盐敏感性高血压是什么意思	什么是源发性高血压？	0.0
妊娠期糖尿病怎么控制饮食	糖尿病人为什么腿怕冷	0.0
胃转流手术能根治糖尿病吧	听说胃转流手术可以治疗糖尿病是吗	0.0
高血压降不下来怎麽办？130170	高血压降不下来怎办	1.0
早期乳腺癌会有哪些不适	乳腺癌的早期在有哪些？	1.0
木糖醇、糖密素糖尿病人能吃吗?	木糖醇糖尿病人能吃吗	1.0
皮肤有小红疙瘩是艾滋病的症状吗	艾滋病是什么症状。教特别痒腿上有几个红疙瘩	1.0
乳腺癌晚期会传染吗	早期乳腺癌会不会传染呢？	0.0
如何自侧自己是否有糖尿病？	糖尿病高危人群	1.0
是不是乙肝会不会传染性生活会传染给	乙肝会通过舔阴道传染	0.0
精液、阴道分泌物能传染艾滋病吗	用手碰到精液然后用手洗阴部，会传染艾滋病	1.0
糖尿病人喝什么牌子的牛奶好	有糖尿病可以喝酸奶吗	1.0
乙肝携带者可以过性生活么，一起生活在一	我和乙肝大三阳患者在一起吃饭7天会传染给我吗	0.0
糖尿病人性功能障碍怎么办	糖尿病皮肤破溃如何处理	0.0
高血压不太高，平时用药，想食疗。萝卜汁能治高血压吗	请问萝卜麻茶对高血压有用吗	1.0
做肠镜胃镜会感染艾滋病吗	做胃镜可以传染艾滋病吗	1.0
血糖不稳定时高时低怎么办糖尿病人	胖人血糖都高吗	0.0
和乙肝的人长期在一起会被传染吗	有抗体能和乙肝大三阳患者一起生活吗	1.0
怎样判断自己是否得了糖尿病	什么壮阳药对糖尿病有影响	0.0
高血压可以吃玉米吗	高血压的人在饮食方面有什么要注意的呢	0.0
乳腺癌早期有可能有哪些症状	乳腺癌早期症状现在都是有哪些	1.0
高血压患者吃什么降压药好	高血压低压患者吃什么降压药好	1.0
肾萎缩、肾囊肿是否会引起高血压	肾囊肿能因发高血压吗	1.0
请教糖尿病人能喝红豆薏仁粥吗	糖尿病能喝小米粥。一天能喝几次	1.0
糖尿病是不是吃糖多引起的	糖尿病是如何得来的	0.0
口交传染艾滋病的可能性大吗	无套口交传染艾滋吗	0.0
糖尿病后背溃烂怎么办	慢性胃炎，肠炎胃窦炎，糖尿病怎么自疗	0.0
糖尿病肾病生活方式禁忌	高血压和糖尿病患者应注意哪些	0.0
乳房有硬块是不是乳腺癌	乳房有硬块，是乳腺癌么？	1.0
有关糖尿病的饮食问题？	老年糖尿病人吃什么好	1.0
糖尿病便秘的解决办法	糖尿病神经痛如何治疗	0.0
乳腺癌前期有什么症状	乳腺癌的早期症状有什么的	1.0
一型糖尿病男生可以要孩子吗	糖尿病患者没稳定就怀孕对孩子有什么影响	0.0
高血压患者应该看什么科	请问我要看高血压挂哪个科心脏内科血液内科心血管外科	0.0
被别人摸了会传染艾滋病吗	被艾滋病人口交会传染吗	0.0
治疗高血压的最好方法是什么？（病人做过	高血压的治疗原则是什么？	1.0
高血压吃维生素能好吗可以吗	高血压能吃氨糖软骨素及维生素吗	1.0
二型糖尿病平时饮食吃什么好？	二型糖尿病饮食方法	1.0
中度高血压属几级呀？	高血压分几级吗	1.0
2型糖尿病治疗吃药好还是打胰岛素好？	糖尿病人泡热水澡好吗	0.0
糖尿病做人流可以吗	糖尿病人能不能做人流	1.0
被乙肝病人血液接触过的针扎过，需要如何处理	乙肝能转阴吗	0.0
糖尿病影响寿命么	糖尿病会影响到生命吗?	1.0
打呼噜和糖尿病有什么关系？	打呼噜和糖尿病有关系么足部	1.0
糖尿病人可以吃鸡蛋吗（蛋制品）	糖尿病人可以吃鸡蛋吗？	1.0
干细胞移植治疗糖尿病药多少费用	治疗糖尿病干细胞移植费用是多少	1.0
第二第五是阳性我是否可以再打乙肝疫苗加强针	在打乙肝疫苗第一针期间可以怀孕，要小孩子吗	0.0
怎样鉴定高血压是继发性还是原发性	怎样区别原发性高血压和继发性高血压？	1.0
高血压是否会引起身体浮肿	老年人高血压能吃蜂王浆吗？	0.0
糖尿病酮症酸中毒好治疗么？它与普通糖尿病有何区别？有何危害性？	糖尿病酮症酸中毒的危害	1.0
乳腺癌晚期有什么症状	乳腺癌的早期症状及中期和晚期症状有哪些	0.0
乙肝e抗体偏低，乙肝核心抗体偏高，正常么	我的乙肝核心抗体阳性表面抗体是阳性有问题吗	0.0
避孕套能预防艾滋病吗	避孕套可以完全预防艾滋病吗	1.0
妊娠期高血压疾病护理	在之前的孕检中，我检查出是妊娠高血压，我想要了解一下妊娠高血压在饮食方面需要注意什么？	1.0
高血压，高血脂怎么治疗	高血压，高血脂饮食应该注意些什么？	1.0
乳腺癌已做切除手术后续怎么治疗	导管乳腺癌初期手术切除后，如何治疗，目	1.0
糖尿病，白内障怎么治疗啊？	患有糖尿病并有白内障，怎样治疗？	1.0
高血压患者有哪些症状？	高血压患者有那些症状	1.0
糖尿病人早上主食吃什么好..	糖尿病能吃全麦馒头吗	0.0
糖尿病肾病要注意那些食物	糖尿病的患者在生活习惯和饮食习惯上应该注意什么？	0.0
乳腺癌肿瘤标志物都会升高吗	乳腺癌肿瘤标志物153值高怎么办？	0.0
艾滋病的治疗原则有哪些	艾滋病的治疗方法有哪些呢	0.0
糖尿病吃什么中成药好	得了糖尿病与高血脂用什么药	0.0
为什么最近几年乳腺癌的发病率逐年提高呢	为什么会得乳腺癌呢？？	0.0
乙肝恢复期吃什么好	现在是乙肝恢复期，吃益肝灵分散片好呢还	0.0
糖尿病能做人流么	医生你好，糖尿病患者可以做无痛人流么，	1.0
中期乳腺癌化疗好吗	乳腺癌中期化疗有用吗？	1.0
乙肝大三阳有什么危害	怎样看乙肝五项结果	0.0
乳腺癌骨转移治疗方法	乳腺癌的最好的治疗方法	0.0
糖尿病人能否喝酸奶，若能能喝多少	糖尿病烂腿的治疗方法	0.0
乙肝表面抗原弱阳性是不是表示有乙肝	乙肝表面抗原HBsAg呈阳性正常吗	1.0
糖尿病人会掉头发吗	糖尿病是否需终身使用胰岛素？	0.0
妊娠糖尿病孕妇食谱	妊娠糖尿病可以吃黑芝麻糊吗	1.0
乳腺癌肿瘤标志物升高的原因	乳腺癌是什么类型的肿瘤呢？	0.0
什么是酮体	酮体的概念	1.0
糖尿病痛的治疗多少钱	糖尿病和高血压服什么降压药好	0.0
乙肝表面抗原和乙肝e抗原是阳性怎么回事	下表面抗原呈阳性黑心抗体呈阳性是什么	1.0
专家您好，糖尿病患者适合吃饭吃鸡蛋吗	糖尿病人能吃皮蛋吗，一餐能吃两个吗？	1.0
糖尿病人能吃桂圆吗	糖尿病人每天都能吃一个梨吗?	1.0
乙肝小三阳患者能跟其他乙肝患者一起吃饭什么的吗	慢性病毒性乙肝感冒或发烧或嗓子痛吃什么药呢	0.0
尿糖4个加号影响性生活吗?	糖尿病伴有高血压怎样治疗？	0.0
广州哪家医院诊疗高血压病最好	高血压的治疗，上海的哪家医院比较好啊？？？	1.0
糖尿病吃饭可以喝汤吗	糖尿病人禁忌喝汤吗	1.0
小便起沫是不是糖尿病	妊娠糖尿病能吃甜杏仁吗	0.0
乳腺癌转移扩散还能活多久	患上乳腺癌的患者还能活多久	0.0
糖尿病对胎儿有没影响	血糖低也容易发展成糖尿病吗	0.0
乳腺癌肝转移怎么治疗	乳腺癌中期并淋巴转移，请问这该怎么治疗	0.0
钞票是否会传染艾滋病	怀疑艾滋病，肛交未带套，是否会传染	0.0
糖尿病人是否能怀孕	糖尿病人可以怀孕吗？帮我啊	1.0
这样能传播艾滋吗	口交能传播艾滋病吗	0.0
无套口交会感染hiv吗	无套口，交会感染艾滋病吗有点怕怕的，可是	1.0
乙肝表面抗原是12256是什么意思	乙肝表面抗原阳性是什	1.0
我儿子乙肝疫苗第三针105天左右能打吗	第三针乙肝疫苗必须在半年之内打吗	1.0
糖尿病人能喝煲鸡汤吗	糖尿病可吃葛薯煲汤吗	1.0
1型糖尿病饮食上应该注意什么	糖尿病该注意那些饮食	0.0
胰岛素是哪儿分泌的？得了糖尿病，是不胰腺坏了？	孕39+3医生叫我提前住院，原因是有个糖耐量高？	0.0
什么是高血压，怎么引起的	高血压3级，是什么意思，详细	0.0
2型糖尿病会不会遗传	二型糖尿病可以要孩子吗	1.0
请问医生糖尿病市常拉肚子，要怎么办	糖尿病人能吃的蔬菜有哪些	0.0
糖尿病患者能否注射甲流疫苗	糖尿病患者可以打甲流疫苗吗	1.0
糖尿病患者在什么时候做运动效果最好？	高血压糖尿病运动方法	1.0
引起艾滋病发病的危险因素有哪些	哪些会引起艾滋病的传播	1.0
尿液汗液会传染艾滋病吗	艾滋病人的尿液尿到我有出血的伤口会传染吗	1.0
糖尿病可吃葛薯煲汤吗	一般糖尿病人胰岛素打多少单位	0.0
怎么能治好孕期糖尿病	2型糖尿病早期有什么症状？	0.0
灵芝治疗糖尿病吗	糖尿病人能吃阿胶吗?阿胶含不含胆骨醇	1.0
手术治疗糖尿病全部费用大约要多少钱？也	胃转流手术治疗糖尿病效果如何，费用约多少	1.0
糖尿病哪些东西不能吃那些东西能吃	空腹血糖7.3，可否诊断糖尿病？	0.0
高血压服药可以怀孕吗？	高血压患者可以过性生活吗，会传染的吗	0.0
请问一下，为什么会得糖尿病？	糖尿病一直吐是怎么回事啊？	0.0
幼儿注射乙肝第2针和第3针的间隔	乙肝疫苗第二针可以推迟打吗	1.0
乙肝大三阳是怎么引起的	乙肝大三阳为什么会肚子痛	0.0
子宫内膜癌有高血压怎末动手术	我母亲今年77了，患有高血压，糖尿病，心胀病。现在又查出有子宫内膜癌，请问适合做手术吗、、	1.0
乳腺增生会引起乳腺癌吗	乳腺增生会恶化成乳腺癌的吗	1.0
晚上打呼噜的人是不是比较容易有高血压？	我母亲今年５０多岁了经常浑身无力，想睡觉，还虚胖，不怎么说话，是和高血压有关系吗？	0.0
挤乳头有液体溢出是不是乳腺癌	乳头痒是什么病?是乳腺癌吗?	0.0
高血压患者喝葡萄酒可以么	我外公有高血压我想问下有高血压的人能吃黄酒炖鸽子么	0.0
乳腺癌晚期动了手术能活多久	乳腺癌术后能活多久?	0.0
糖尿病用胰岛素会有依赖吗？	预混胰岛素的性状	0.0
有艾滋病可以做爱吗	21号晚上和朋友做爱了，带套，但是心里一直不放心，会有几率得艾滋病吗	0.0
高血压尿频怎么办	高血压中尿频尿急是怎么回事	0.0
乳腺增生不治疗会怎么样	乳腺增生不治疗会不会病变为乳腺癌	1.0
乙肝患者胆红素居高不下怎么办	做乙肝检查时发现胆红素高是怎么回事	0.0
糖尿病腿疼小血管有病变怎么治疗	我是糖尿病ED患者问问怎么治疗	0.0
艾滋病主要通过什么途径传播	关于艾滋病传播途径这样会被传染吗	1.0
乙肝表面抗体阳性，乙肝核心抗体阳性，怎么办	这个乙肝不能吃哪些食物，不能喝那	0.0
平时少喝水会得糖尿病吗	我就想问问，糖尿病服用什么药副作用少一	0.0
哮喘和糖尿病患者，老出汗是怎么回事	为什么喝可乐爱得糖尿病	0.0
你好我母亲家族史高血压可以坐飞机吗一直用药物维持现在比较稳定可以做飞机吗？	高血压老人能坐飞机吗？	1.0
糖尿病会传染吗?夫妻会不会传染？	什么人容易的糖尿病	0.0
尿糖高的人可以吃什么，不可以吃什么	糖尿病患者情绪易燥吗？	0.0
可以打乙肝疫苗及流感疫苗吗	乙肝疫苗第三针可以推迟打吗	1.0
糖尿病高危人群如何预防	糖尿病该注意，饮食方面那几种？	0.0
妊娠期糖尿病可以喝豆浆吗？	妊娠糖尿病能喝豆浆不	1.0
糖尿病有什么办法冶，能吃什么？不能吃什么	糖尿病人吃什么好不能吃啥	1.0
尿里有一个+号的葡萄糖是糖尿病吗？请帮忙解答！	尿糖有加号是糖尿病吗？	1.0
高血压、冠心病如何治疗	高血压一定要长期吃药吗	0.0
乙肝抗病毒耐药如何治疗呢	如何治疗乙肝病毒变异	0.0
高血压能吃什么食物？高血压能吃牛肉吗？	我有高血压高血糖吃虾靑素有用吗	0.0
糖尿病空腹14.3需要住院治疗吗	糖尿病病发症肾病尿蛋白两千多需要住院吗	0.0
乳腺癌骨转移疼痛怎么办	乳腺癌晚期疼痛怎么办？	0.0
有艾滋病可以做爱吗	艾滋病做的饭可以吃吗	0.0
乳腺癌肝转移怎么治疗	乳腺癌肝转移怎么治疗？	1.0
请问糖尿病会影响月经的吗？月经来了40	糖尿病会影响月经	1.0
有胃病、颈椎病、高血压、支气管炎等怎么办	请问老人有糖尿病高血压支气管炎吃什么药	0.0
高血压不稳定是怎么回事啊？	高血压不稳定怎样办	1.0
糖尿病引起的黄斑水肿怎么治疗好	糖尿病出现身体浮肿呼吸困难该怎么办？	0.0
糖尿病吃什么好	糖尿病的饮食有哪些注意的	1.0
怀孕期糖尿病的饮食	妊娠糖尿病吃韭菜行吗	1.0
早期乳腺癌会有哪些不适	早期乳腺癌的症状有什么啊	1.0
糖尿病人饭前饭后都疲惫是怎么回事？	糖尿病人会容易疲劳吗	1.0
钞票是否会传染艾滋病	会不会有艾滋病传染	0.0
得过孕期糖尿病怎么办	怀孕八个月时查出糖尿病，生后如何恢复	0.0
乙肝的最新疗法	我国现在最新治疗乙肝的治疗方法，是哪家医院	1.0
尿糖3个?，血糖没事，是有什么慢性病嘛	你好医生，我爸糖尿病大便干燥怎么办	0.0
早期乳腺癌会有哪些不适	初期乳腺癌会有哪些症状？	1.0
糖尿病人血糖如何控制	二型糖尿病怎样控制血糖	1.0
糖尿病患者如何预防糖尿病酮症酸中毒的发生？	请问糖尿病人该如何预防糖尿病酮症酸中毒？有什么好的预防方法吗？有什么食疗可以预防	1.0
我是糖尿病病人，吃什么保健品好	糖尿病人出汗是什么原因	0.0
hiv预防	艾滋病预防提问请解答一下	1.0
糖尿病能要小孩会遗传吗？	糖尿病可能遗传吗	1.0
高血压与心肌炎有什么关系	心肌桥的形成是先天的吗跟高血压有关系吗	0.0
如何缓解因紧张导致的高血压	老人糖尿病，高血压，冠心病，心脏病，控制很好，卧床又得肺炎怎么治疗？谢谢	0.0
乳腺癌手术后一定要化疗吗	乳腺癌是不是一定要化疗	0.0
你好，高血压在吃药期间可以怀孕吗？有对胎儿没影响的降压药吗？谢谢！	高血压可以怀孕吗有药在怀孕时服用吗	1.0
高血压和糖尿病是否遗传	怀孕期间怎么防止糖尿病	0.0
乙肝肝功能不正常可以领结婚证吗转安梅	婚检如果检查出乙肝会怎样	0.0
高血压病人一点儿白酒度不能喝吗？	高血压能喝黄酒么	1.0
乳腺增生会引起乳腺癌吗	乳腺增生会变癌吗？	1.0
乳腺癌会死吗	你好请问乳腺癌会死人吗	1.0
我弟弟糖尿病足已经溃烂怎么办	糖尿病引起的烂脚能治疗吗	1.0
艾滋病应怎样用药	艾滋病药物怎样领取	0.0
乳腺癌术后还需要化疗吗	早期乳腺癌术后没扩散需要化疗吗	1.0
糖尿病泌尿系感染吃什么好	糖尿病人嗜睡是怎么回事	0.0
高血压可以吃鸭蛋吗？	高血压；头痛；脑血管有点堵塞20110422142438能吃鸭蛋吗怎么吃好那	0.0
妊娠高血压食谱	孕妇高血压高血脂要注意什么？高血压高血脂怎么办？	1.0
早期乳腺癌会有哪些不适	一般早期乳腺癌的症状有哪些？	1.0
乳腺癌前期有什么症状	我怕是乳腺癌前期有什么症状	1.0
乳腺癌肝转移怎么治疗	乳腺癌肝骨转移的治疗	0.0
怎样可以降低血糖	有糖尿病晚上吃完饭后血糖下降怎么回事	1.0
为什么在医院买优泌乐胰岛素不报销全国各地都不报销吗	胰岛素可以报销吗？需要什么条件？	1.0
孕晚期糖尿病有什么症状	妊娠期糖尿病是什么症状	1.0
艾滋病是怎样传播给别人的	艾滋病怎么传播呢	1.0
糖尿病人宜吃哪些主食	您好，请问糖尿病人吃什么主食好	1.0
乳腺增生一定要割除吗	乳腺癌一定要切除吗？	0.0
这样会被传染艾滋病么	为艾滋病人接生会被传染艾滋病吗	0.0
高血压吃什么药好呢呢？	高血压吃什么药好	1.0
怎样泡脚能治糖尿病足	请问专家怎样判断糖尿病轻重度，应怎样检查	0.0
孕妇糖尿病对胎儿有什么影响	有糖尿病的老人能做白内障手术吗	0.0
怎样是一型糖尿病	糖耐量异常生活方式怎么办可以隨意吃饭吗	0.0
有糖尿病丧寒怕冷抵抗力差怎么办	糖尿病人怎样增加抵抗力	1.0
艾滋病会不会通过蚊子传播	蚊子体内的血液能传染艾滋病吗	1.0
